Grid,Name,Sector,Affiliation,Suns,Moons,Population,Climate,Terrain
M-6,Bazaar,Halthor,,,,,,
M-6,Doan,Halthor,,,,,,
M-6,Essien,Halthor,,,,,,
M-6,Idolia,Halthor,,,,,,
M-6,Ottethan,Halthor,,,,,,
M-6,Rimbaux,Halthor,,,,,,
M-6,Viridia,Halthor,,,,,,
M-6,Vorpal Nebula,Halthor,,,,,,
M-6,Hewett,Hewett,,,,,,
M-6,Mackar,Hewett,,,,,,
M-6,Balanor,Noonian,,,,,,
M-6,Baskarn,Noonian,,,,,,
M-6,Er'Kit,Noonian,,,,,,
M-6,Gobindi,Noonian,,,,,,
M-6,Kaloom,Noonian,,,,,,
M-6,Lahn,Noonian,,,,,,
M-6,Mako-Ta,Noonian,,,,,,
M-6,Movris,Noonian,,,,,,
M-6,Noonar,Noonian,,,,,,
M-6,Rial Kroon,Noonian,,,,,,
M-6,Rol,Noonian,,,,,,
M-6,Salobea,Noonian,,,,,,
M-6,Tikath,Noonian,,,,,,
M-6,Zongorlu,Noonian,,,,,,
M-6,Azura,Oricho,,,,,,
M-6,Cardovyte,Oricho,,,,,,
M-6,Gandan,Oricho,,,,,,
M-6,Noaxson,Oricho,,,,,,
M-6,Oricho,Oricho,,,,,,
M-6,Pleida,Oricho,,,,,,
M-6,Polus,Oricho,,,,,,
M-6,Pressylla,Oricho,,,,,,
M-6,Sirdar,Oricho,,,,,,
M-6,Starport Borgo,Oricho,,,,,,
M-6,Tastiged,Oricho,,,,,,
M-6,Veronia,Oricho,,,,,,
M-6,Ithor,Ottega,,,,,,
L-19,Toskhowwl,Ottega,,,,,,
M-6,Vessitoar,Ottega,,,,,,
M-6,Homana,Strabin,,,,,,
M-7,Rijel Dalqan,,,,,,,
M-7,Shalam,,New Republic,,,,,
M-7,Walin'or Shiwal,,,,,,,
M-7,Belukat,Corpheli,,,,,,
M-7,Corphelion,Corpheli,,,,,,
M-7,Jestan,Corpheli,,,,,,
M-7,Blackfel,Greater Plooriod,,,,,,
M-7,Chennis,Greater Plooriod,,,,,,
M-7,Corsin,Greater Plooriod,,,,,,
M-7,Denuhi,Greater Plooriod,,,,,,
M-7,Leafar,Greater Plooriod,,,,,,
M-7,Mikkia,Greater Plooriod,,,,,,
M-7,Soul's Lament,Greater Plooriod,,,,,,
M-7,Telkadis,Greater Plooriod,,,,,,
M-7,Zarak,Greater Plooriod,,,,,,
M-7,Athamar,Hewett,,,,,,
M-7,Hofsgut,Hewett,,,,,,
M-7,Moer,Hewett,,,,,,
M-7,Vectinia,Hewett,,,,,,
M-7,Bothsoliman,Hollan,,,,,,
M-7,Ceti 597,Hollan,,,,,,
M-7,Mapuzo,Hollan,,,,,,
M-7,Nacronis,Hollan,,,,,,
M-7,Otavon,Hollan,,,,,,
M-7,Tartaglia,Hollan,,,,,,
M-7,Theros Major,Hollan,,,,,,
M-7,Vretha,Hollan,,,,,,
M-7,Caphexdis,Homon,,,,,,
M-7,Homon,Homon,,,,,,
M-7,Pendal,Homon,,,,,,
M-7,Triewahl,Homon,,,,,,
M-7,Wyveral,Homon,,,,,,
M-7,Adin,Lostar,,,,,,
M-7,Draria,Lostar,,,,,,
M-7,Sifuchi,Lostar,,,,,,
M-7,Teya,Lostar,,,,,,
M-7,Viga,Lostar,,,,,,
M-7,Carnth,M'shinni,,,,,,
M-7,Far Dostany,M'shinni,,,,,,
M-7,Genassa,M'shinni,,,,,,
M-7,Goelitz,M'shinni,,,,,,
M-7,Sarkhai,M'shinni,,,,,,
M-7,Thairwsthis,M'shinni,,,,,,
M-7,Ylix,M'shinni,,,,,,
M-7,Enferm,Mezeg,,,,,,
M-7,Sif'kric,Mezeg,,,,,,
M-7,Xorao,Mezeg,,,,,,
M-7,Nicandra,Nicandra,,,,,,
M-7,Octavia,Nicandra,,,,,,
M-7,Yde,Nicandra,,,,,,
M-7,Orocco,Ottega,,,,,,
M-7,Asamin,Strabin,,,,,,
M-7,Djurmo,Strabin,,,,,,
M-7,Lavisar,Strabin,,,,,,
M-7,Oordo,Strabin,,,,,,
M-7,Qemia,Strabin,,,,,,
M-7,Silla,Strabin,,,,,,
M-7,Verossia,Strabin,,,,,,
M-7,Warlentta,Strabin,,,,,,
M-8,Almera,,,,,,,
M-8,Arkania,,,,,,Cold,Caverns Icy tundra
M-8,Begali,,Echani Command,,,,,
M-8,Bogden,,,,Multiple,,,
M-8,Caulus Tertius,,,,,,,
M-8,Dubloviann,,,,,,,
M-8,Ejolus,,Alliance to Restore the Republic,,,,,
M-8,Gannymeda,,,,,,,
M-8,Gorobei,,,,,,,
M-8,Hanna,,,,,,,
M-8,Kluistar,,,,,,,Wilderness Woodland
M-8,Megaria,,,,,,,
M-8,Mil Velay,,,,,,,
M-8,Mindor,,,,,,,
M-8,Mitek-Por,,,,,,,
M-8,Nadaav,,,,,,,
M-8,Omonoth,,,,,,,
M-8,Osisis Station Regani,,,,,,,
M-8,Quint,,(s) Gwarm's gang Ohnaka Gang Hutt Clan,,,,,
M-8,Salmagodro,,,,,,,
M-8,Silversisi,,,,,,,
M-8,Soika,,,,,,,
M-8,Thyrsus,,,,,,,
M-8,Uphrades,,Galactic Republic Jedi Restoration Concord,,,16 million (originally) A few hundred,Temperate (originally) Heavily ionized and heated,"Agricultural continents (originally) Oceans (originally) Rocky plains, canyons, and craters"
M-8,Xend,,,,,,,Forest
M-8,Yaka,,,,,,,
M-8,Hindasar,Corpheli,,,,,,
M-8,Sljee,Ehosiq,,,,,,
M-8,Jazbina,Lostar,,,,,,
M-8,Kidriff,Lostar,,,,,,
M-8,Nessem,Lostar,,,,,,
M-8,Novar,Lostar,,,,,,
M-8,Dagary,Minor,New Republic,,,,,
M-8,Hijarna,Orus,,,,,,
M-8,Joiol,Orus,,,,,,
M-8,Kimanan,Orus,,,,,,
M-8,Mantessa,Orus,,,,,,
M-8,Poderis,Orus,,,,,,
M-8,Pamina,Prime,,,,,,
M-9,Acomber,,,,,,,
M-9,Adari Adari,,,,,,,
M-9,Adim Adari,,,,,,,
M-9,Belnar Belnar,,,,,,,
M-9,Ber de Val,,,,,,,
M-9,Bramior,,,Bramior star,,,,
M-9,Caamas,,,,At least 2,,,
M-9,Carida,,Galactic Republic Grand Army of the Republic Galactic Empire Imperial Academy,2,,,,Mountains
M-9,Castell,,Commerce Guild Confederacy of Independent Systems Galactic Republic Galactic Empire,,,,,
M-9,Cherridan Belnar,,,,,,,
M-9,Corann,,Galactic Republic Confederacy of Independent Systems Galactic Empire,,,,,
M-9,Dalandae,,,,,,,
M-9,Deneeli,,,,,,,
M-9,Dorlon,,,,,,,
M-9,Frommon,,,,,,,
M-9,Grandine,,,,,,,
M-9,Herego,,,,,,,
M-9,Hok,,,,,,,
M-9,Ifmix,,,,,,,
M-9,Jenoport,,,,,,,
M-9,Kaelen,,,,,,,
M-9,Khramboa,,,,,,,
M-9,Korfo,,,,,,,
M-9,Loj,,,,,,,
M-9,Manella,,,,,,,
M-9,Menthusa,,,,,,,
M-9,Nak Shimor,,Galactic Republic,,,,,
M-9,Palmatian Baronos,,,,,,,
M-9,Pelemax,,,,,,,
M-9,Raithal,,Galactic Empire,,,,,
M-9,Shoroni,,,,,,,
M-9,Shulstine,,,,,,,
M-9,Sochi,,Galactic Empire,,,,,
M-9,Tellivar,,,,,,,
M-9,Thyron,,,,,,,
M-9,Vasuuli Kliap,,,,,,,
M-9,Vurdon Ka Darlonn,,,,,,,
M-9,Yabol Opa,,,,,,,
M-9,AX-456,Barma,,,,,,
M-9,Brella Temior,Barma,,,,,,
M-9,Dakshee,Barma,,,,,,
M-9,Gobreton,Barma,,,,,,
M-9,Orthellin Binarran,Cloud,,,,,,
M-9,Argai Minor,Haldeen,,,,,,
M-9,Findris,Haldeen,,,,,,
M-9,Haldeen,Haldeen,,,,,,
M-9,Ruoss,Minor,Galactic Empire,,,,,
M-9,Ashkas-kov,Shelsha,,,,,,
M-9,Briston,Shelsha,,,,,,
M-9,Chaastern,Shelsha,,,,,,
M-9,Chekria,Shelsha,,,,,,
M-9,Drunost,Shelsha,,,,,,
M-9,Gepparin,Shelsha,,,,,,
M-9,Minkring,Shelsha,,,,,,
M-9,Purnham,Shelsha,,,,,,
M-9,Ranklinge,Shelsha,,,,,,
M-9,Shelkonwa,Shelsha,,,,,,
M-9,Teardrop,Shelsha,,,,,,
M-10,Aldraig,,,,,,,
M-10,Ator,,,,,,,
M-10,Balmorra,,Galactic Republic Confederacy of Independent Systems Galactic Empire,,1: Balmorra's moon,,,Mountains
M-10,Bar'leth,,Galactic Republic Galactic Empire,,,,,
M-10,Baylagon,,,,,,,
M-10,Berrun,,Galactic Republic,,,,,
M-10,Birba,,,,,,,
M-10,Bulano,,,,,,,
M-10,Corutarn,,,,,,,
M-10,Darwikia,,,,,,,
M-10,Debray,,,,,,,
M-10,Derella,,Galactic Empire,,,,,
M-10,Dremulae,,Galactic Republic,,,,,Oceans
M-10,Fedalle,,,,,,,
M-10,Ferijia,,,,,,,
M-10,Garwillia,,,,,,,
M-10,Gatalenta,,Galactic Empire New Republic,Multiple,,,Warm,
M-10,Gendoraan,,,,,,,
M-10,Glithnos,,Galactic Republic Galactic Empire,,,,,
M-10,Humbarine Humbarine,,,,,,,
M-10,Jastro,,,,,,,
M-10,Jaxus,,,,,,,
M-10,Jumeria,,,,,,,
M-10,Karnak Alpha,,New Republic,,,,,
M-10,Kattada,,,,,,,
M-10,Krintrino,,,,,,,
M-10,Lenniera,,,,,,,
M-10,Leria Kerlsil,,Galactic Republic Galactic Empire,1: Leria Kersil,1,300000,Temperate,
M-10,Lespectus,,,,,,,
M-10,Magmar,,,,,,Hot,Calderas
M-10,Manaxia,,,,,,,
M-10,Marfa,,Jedi Order Agricultural Corps Galactic Republic,,,,,Greenhouses
M-10,Marngar,,,,,,,
M-10,Morogia,,,,,,,
M-10,Nopachi,,,,,,,
M-10,Parkis,,,,,,,
M-10,Pria,,,,1,,,
M-10,Raxxa,,New Republic,,,,,
M-10,Relarr,,,,,,,
M-10,Reopi,,,,,,,Deserts
M-10,Ruul,,(s) Nightbrothers,,,,,
M-10,Sarapin,,,,,,,
M-10,Sarconia,,,,,,,
M-10,Stewjon,,,,,,,
M-10,Stribos,,,,,,,
M-10,Talravin,,Galactic Republic,,,,,
M-10,Tensor,,,,,,,
M-10,Tetso,,,,,,,
M-10,Trantor,,Galactic Republic Galactic Empire,,,,,Planet -wide urban sprawl
M-10,Trellen,,Galactic Republic Galactic Empire New Republic,,,,,
M-10,Tyed Kant,,Commerce Guild Galactic Empire,Kant,,12 million,,
M-10,Upper Etrega,,,,,,,
M-10,Vannix,,New Republic,1: Vankalay,,,,
M-10,Vanooria,,,,,,,
M-10,Vuma,,,,,,,
M-10,Alderaan,Alderaan,,,,,,
M-10,Lusdu,Alderaan,,,,,,
M-10,Tartaria,Alderaan,,,,,,
M-10,Thixia,Alderaan,,,,,,
M-10,Demophon,Demophon,,,,,,
M-10,Mowgle,Demophon,,,,,,
M-10,Refgar,Demophon,,,,,,
M-10,Drurish,Kuat,,,,,,
M-10,Horthav,Kuat,,,,,,
M-10,Kidir,Kuat,,,,,,
M-10,Kuat,Kuat,,,,,,
M-10,Monadin,Kuat,,,,,,
M-10,Redrish,Kuat,,,,,,
M-10,Renigg,Kuat,,,,,,
M-10,Solloops,Kuat,,,,,,
M-10,Tassio Moon,Kuat,,,,,,
M-10,Ulion,Kuat,,,,,,
M-10,Venir,Kuat,,,,,,
M-10,Neimoidia Quellor,Neimoidia Quellor,,,,,,
M-10,Badfellow,Station,,,,,,
M-11,2GS-91E20,,,,,,,
M-11,Ansata,,,,,,,
M-11,Baraboo,,Galactic Republic Galactic Empire New Republic,,,,,
M-11,Bellassa,,,,,,,
M-11,Carconth,,,,,,,
M-11,Columus,,,,,,,
M-11,Cosia,,Galactic Empire,One,2: Tabu Tebu,,,Forests Rolling hills
M-11,Darakin,,,,,,,
M-11,Declavia,,,,,,,
M-11,Duro Duro,,,,,,,
K-17,Ebaq,,,,,,,
M-11,Fromish,,,,,,,
M-11,Glavis,,,,,,,
M-11,Hakassi,,Galactic Empire Federated Teradoc Union New Republic Yuuzhan Vong empire,,,,,
M-11,Ilthan,,,,,,,
M-11,Jaciprus,,,,,,,
M-11,Jalin,,,,,,,
M-11,Johria,,,,,,,
M-11,Kamori,,,,,,,
M-11,Kurdavvia,,,,,,,
M-11,Lamman,,,,,,,
Q-5,Lanz Carpo,,Carpo Crime Syndicate,,,,,Urban
M-11,Lettow,,Galactic Republic,,,,,
M-11,Liaq,,,,,,,
M-11,Lolnar,,,,,,,
M-11,Loretto,,,,,,,
M-11,Mawan,,,,,,,
M-11,Messia,,,,,,,
M-11,Murakam,,,,,,,
M-11,Ojom,,,,,,,Frozen
M-11,Ottabesk,,,,,,,
M-11,Perma,,Galactic Republic Perma families,,,,,
M-11,Phandas,,,,,,,
M-11,Rantofar,,,,,,,
M-11,Recopia,,Galactic Empire New Republic Galactic Federation of Free Alliances,1: Recopi,3,200 million 74% Human 4% Duros 3% Bothan,Temperate,Sulfurous oceans Plateau islands
M-11,Rehemsa,,,,,,,
M-11,Rendili,,Inner systems' Imperial remnant,,,,,
M-11,Samaria,,Galactic Empire,,,,,
M-11,Sardoran,,Galactic Republic,,,,,
M-11,Sedratis,,,,,,,
M-11,Sestina,,,,,,,
M-11,Seyugi,,Galactic Republic Seyugi Dervishes,,,,,
M-11,Solassus,,,,,,,
M-11,Telepan,,,,,,,
M-11,Thoadeye,,,,,,,
N-17,Verdanaia,,,,,,,
M-11,Verdoria,,,,,,,
M-11,Voktunma,,Galactic Empire,,,,,Forests Mountains Plains
M-11,Xerxes,,,,,,,
M-11,Zalso,,,,,,,
M-11,Altawar,Corellian,,,,,,
M-11,Altooni,Corellian,,,,,,
M-11,Aurea,Corellian,,,,,,
M-11,Bolbotarp,Corellian,,,,,,
M-11,Cardekkia,Corellian,,,,,,
M-11,Cinnabar,Corellian,,,,,,
M-11,Clyne,Corellian,,,,,,
M-11,Corellia,Corellian,,,,,,
M-11,Corfai,Corellian,,,,,,
M-11,Crash's Drift,Corellian,,,,,,
M-11,Dorsis,Corellian,,,,,,
M-11,Forvand,Corellian,,,,,,
M-11,Froz,Corellian,,,,,,
M-11,Goorla,Corellian,,,,,,
M-11,Govia,Corellian,,,,,,
M-11,Graland,Corellian,,,,,,
M-11,Illmuth,Corellian,,,,,,
M-11,Jumus,Corellian,,,,,,
M-11,Keral,Corellian,,,,,,
M-11,Khomr,Corellian,,,,,,
M-11,Mollo Tanka,Corellian,,,,,,
M-11,Montalsia,Corellian,,,,,,
M-11,Neral,Corellian,,,,,,
M-11,New Plympto,Corellian,,,,,,
M-11,Nubia,Corellian,,,,,,
M-11,Phemis,Corellian,,,,,,
M-11,Plympto,Corellian,,,,,,
M-11,Polanis,Corellian,,,,,,
M-11,Raider's Point,Corellian,,,,,,
M-11,Saberhing,Corellian,,,,,,
M-11,Sacorria,Corellian,,,,,,
M-11,Sileria,Corellian,,,,,,
M-11,Talfaglio,Corellian,,,,,,
M-11,Tanthior,Corellian,,,,,,
M-11,Truuzdann,Corellian,,,,,,
M-11,Vagran,Corellian,,,,,,
M-11,Vasar,Corellian,,,,,,
M-11,Velx-Shel,Corellian,,,,,,
M-11,Xyquine,Corellian,,,,,,
M-11,Eufornis,Major,New Republic,,,,,Urban
M-11,Rydonni,Prime,Galactic Empire,1: Rydo,,7 billion,Temperate,Urban Forest Plains
M-12,Alkenak,,,,,,,
J-19,Arat Fraca,,,,,,,
M-12,Brield,,,,,,,
M-12,Byblos,,,,,,,
M-12,Caldoni,,,,,,,
M-12,Chamm,,Galactic Republic,,,,,
M-12,Champat,,Galactic Empire,,,,,
M-12,Chasin,,Galactic Empire Confederation,,,,,
M-12,Cheedoa,,,,,,,
M-12,Condular,,,,,,,
M-12,Coxixia,,,,,,,
M-12,Dreizan,,Galactic Empire,,,,,
M-12,Exodeen,,,,,,,
M-12,Fiumar Quanta,,,,,,,
M-12,Gailea,,,,,,,
M-12,Gandeal,,Galactic Empire,,,,,
M-12,Hemei,,,,,,,
M-12,Hindle,,Galactic Empire,,,,,
M-12,Hosnian Prime Hosnian,,,,,,,
M-12,Karvoss Parmorak,,,,,,,
M-12,Kexeeria,,,,,,,
M-12,Loronar,,,,,,,
M-12,Luduria,,,,,,,
M-12,Maltorra,,,,,,,
M-12,Padua,,,,,,,
M-12,Panela,,,,,,,
M-12,Pencael,,,,,,,
M-12,Shumogi,,Galactic Empire,,,,,
M-12,Sontara,,,,,,,
M-12,Tangenine Tangenine,,,,,,,
M-12,Throova,,,,,,,
M-12,Tilth,,,,,,,
M-12,Tinnel Quanta,,,,,,,
M-12,Torria,,,,,,,
M-12,Valeria,,(s) Alliance to Restore the Republic Blue Squadron,,,,,
M-12,Zarsteck,,,,,,,
M-12,Bantu,Emmo,,,,,,
M-12,Bethars,Emmo,,,,,,
M-12,Cavaell,Emmo,,,,,,
M-12,Cedrell,Emmo,,,,,,
M-12,Danteel,Emmo,,,,,,
M-12,Juntar,Emmo,,,,,,
M-12,Kobaria,Emmo,,,,,,
K-8,Black,Nebula,,,,,,
M-13,23 Mere,,,,,,,
M-13,Affa,,,,,,,Terrestrial
M-13,Aridinia,,,,,,,
M-13,Atzerri,,,,,,,
M-13,Belazura,,Galactic Republic Corellian Hegemony Galactic Empire,,,,,Mountains
M-13,Bryexx Varvenna,,,,,,,
M-13,Cabarria,,,,,,,
M-13,Chemvau,,,,,,,
M-13,Choi,,,,,,,
M-13,Croyden,,,,,,,
M-13,Darepp,,,,,,,
M-13,Denusia,,,,,,,
M-13,Enisca,,,,,,,
M-13,Foless,,,,,,,
M-13,Froswythe,,,,,,,Plains Farmland
M-13,Fwiis,,,,,,,
M-13,Hendanyn,,,,,,,
O-13,Hillindor Echo,,,,,,,
M-13,Hydraxia,,,,,,,
M-13,Jenenma,,,,,,,
M-13,Lambaria,,,,,,,
M-13,Las Lagon,,Galactic Federation of Free Alliances Confederation,,,,,
M-13,Li-Toran,,Galactic Empire,,,,Hot Stormy,Volcanic
M-13,Motexx,,Galactic Republic Galactic Empire Darth Krayt's Galactic Empire,,,500 million to 1 billion,,
M-13,Muuria,,,,,,,
M-13,Nantoon,,,,,,,
M-13,New Brampis,,,,,,,
M-13,New Polokia,,,,,,,
M-13,Onderia,,,,,,,
M-13,Phorose,,Galactic Republic,,,,,Ancient temples Deserts Mountains Underground tunnels
M-13,Primarin,,,,,,,
M-13,Quarzite,,Neutral,Quarz,,,Cool,Highly pressurized surface Crystalline caverns
M-13,Razia,,,,,,,
M-13,Sanjin,,,,Several,,,
M-13,Sestria Testarr,,,,,,,
M-13,Seymarti,,,,,,,
M-13,Tertiary Usaita,,,,,,,
M-13,Trupellia,,,,,,,
M-13,Uthura,,,,,,,
M-13,Vantillia,,,,,,,
M-13,Videll,,,,,,,
M-13,Whiforla,,,,,,,
M-13,Yisgga,,,,,,,
M-13,Zhann,,,,,,,
M-13,Zuggit,,,,,,,
M-13,Devaron,Duluur,,,,,,
M-13,Kelada,Duluur,,,,,,
M-13,Krykis,Duluur,,,,,,
M-13,Raysol Prime,Duluur,,,,,,
M-13,Voorlach,Duluur,,,,,,
L-7,Aleen,Minor,Galactic Republic,,,,,
M-14,Aldereen,,,,,,,
M-14,Arkam,,,,,,,
M-14,Arreyel,,Confederacy of Independent Systems Galactic Empire,,,,,
M-14,Bacia,,,,,,,
M-14,Beltrix,,,,,,,
M-14,Bestine,,,,,,,
M-14,Borao,,Yuuzhan Vong empire RePlanetHab Galactic Federation of Free Alliances,,,,,Forests Yorik coral Spires
M-14,Credaan,,,,,,,
M-14,Gowdawl,,,,,,,
M-14,Granus,,,,,,,
M-14,Hadlress,,,,,,,
M-14,Helmaxa,,,,,,,
M-14,Heptalia,,,,,,,
M-14,Kayven,,,,,,,
M-14,Kergans,,New Republic Kergans Security Force,,,,,Urban
M-14,Kooriva,,Galactic Republic Corporate Alliance Confederacy of Independent Systems,,,,,
M-14,Lechra Lixal,,,,,,,
M-14,Luristan,,,,,,,
M-14,Pasher,,,,None,,,Desert
M-14,Prahvin,,,,,,,
M-14,Qlothos,,,,,,,
M-14,Ratit,,,,,,,
M-14,Roundtree,,,,,,,
M-14,Sarkania,,,,,,,
M-14,Shahkir,,,,,,,
M-14,Thabit,,Galactic Empire,,,,,
M-14,Tuttin,,,,,,,
M-14,Vaklin,,Galactic Republic Galactic Empire,,,,Temperate,Dry desert Canyons
M-14,Xeron,,,,,,,
M-14,Ciaox Venith,Croynar,,,,,,
M-14,Fedevoi End,Croynar,,,,,,
M-14,Ghonoath,Croynar,,,,,,
M-14,Kortatka,Croynar,,,,,,
M-14,Midgor,Croynar,,,,,,
M-14,Red Yars,Croynar,,,,,,
M-14,Mirak,Major,Galactic Republic Confederacy of Independent Systems,,,At least 6 billion,,Mega-volcanos
M-14,Arkax,Station,,,,,,
M-15,Athallia Athallia,,,,,,,
M-15,Udine,,,,,,,
M-15,Dragos,Boeus,,,,,,
M-15,Droecil,Boeus,,,,,,
M-15,Gandalla,Boeus,,,,,,
M-15,Heap Nine,Boeus,,,,,,
M-15,Lohopa,Boeus,,,,,,
M-15,Stobar,Boeus,,,,,,
M-15,Tamazall,Boeus,,,,,,
M-15,Yathik,Boeus,,,,,,
M-15,Epsi Nadir,Epsi Collective,,,,,,
M-15,Epsi Zenith,Epsi Collective,,,,,,
M-15,Old Barag,Epsi Collective,,,,,,
M-15,Vandelhelm,Epsi Collective,,,,,,
M-15,Aviles Prime,Hythrope,,,,,,
M-15,Edan,Hythrope,,,,,,
M-15,Hythrope,Hythrope,,,,,,
M-15,Geniseria,Jurzan,,,,,,
M-15,Hargeeva,Jurzan,,,,,,
M-15,Jurzan,Jurzan,,,,,,
L-19,Atrakus,Mikaster,,,,,,
M-15,Gavens,Tregillis,,,,,,
M-15,Leyaki,Tregillis,,,,,,
M-15,Nakadia,Tregillis,,,,,,
M-15,Ramodi,Tregillis,,,,,,
M-15,Tregillis,Tregillis,,,,,,
M-16,Parozha,Dustig,,,,,,
M-16,Eidoloni,Eidoloni,,,,,,
M-16,Hewl,Eidoloni,,,,,,
M-16,Mesula,Eidoloni,,,,,,
M-16,Asturias,Epsi Collective,,,,,,
M-16,Gallapraxis,Hythrope,,,,,,
M-16,Oolidi,Hythrope,,,,,,
M-16,Alakatha,Var Hagen,,,,,,
M-16,Lanthe,Var Hagen,,,,,,
M-16,Miriatin,Var Hagen,,,,,,
M-16,Opiteihr,Var Hagen,,,,,,
M-16,Ventran,Var Hagen,,,,,,
M-16,Vogel,Var Hagen,,,,,,
M-16,Vondarc,Var Hagen,,,,,,
M-16,Zusi,Var Hagen,,,,,,
M-16,Corlus,Woostri,,,,,,
M-16,Daemen,Woostri,,,,,,
M-16,Woostri,Woostri,,,,,,
M-17,Caldra Prime,Ado,,,,,,
M-17,Caldra Tertius,Ado,,,,,,
M-17,Ec Pand,Ado,,,,,,
M-17,Garcornia,Ado,,,,,,
M-17,Hapuntep,Ado,,,,,,
M-17,Indupar,Ado,,,,,,
M-17,Ithori,Ado,,,,,,
M-17,Jabor,Ado,,,,,,
M-17,Killisu,Ado,,,,,,
M-17,Medth,Ado,,,,,,
M-17,Ord Gimmel,Ado,,,,,,
M-17,StarForge Nebula,Ado,,,,,,
M-6,Starlyte Station,Ado,,,,,,
M-17,Vosch Cluster,Ado,,,,,,
M-17,Ankot Station,Brema,,,,,,
M-17,Anthus,Brema,,,,,,
M-17,Callos,Brema,,,,,,
M-17,Cmaoli Di,Brema,,,,,,
M-17,Drilbia,Brema,,,,,,
M-17,Gad,Brema,,,,,,
M-17,Ganoidi,Brema,,,,,,
M-17,Gevarno Cluster,Brema,,,,,,
M-17,Kerig'En,Brema,,,,,,
M-17,Maldovea,Brema,,,,,,
M-17,Najan-Rovi,Brema,,,,,,
M-17,Ord Hout,Brema,,,,,,
M-17,Ord Ibanna,Brema,,,,,,
M-17,Ord Simres,Brema,,,,,,
M-17,Orish,Brema,,,,,,
M-17,Sullust,Brema,,,,,,
M-17,Tuerto,Brema,,,,,,
M-17,Chryya,Dustig,,,,,,
M-17,Galzez,Dustig,,,,,,
M-17,Haruun Kal,Dustig,,,,,,
M-17,Kath,Dustig,,,,,,
M-17,Loposi,Dustig,,,,,,
M-17,Ansek,Eidoloni,,,,,,
M-17,Nymalia,Eidoloni,,,,,,
M-17,Alphoresis,Grumani,,,,,,
M-17,Aquilaris Minor,Grumani,,,,,,
M-17,Chelloa,Grumani,,,,,,
M-17,Darkknell,Grumani,,,,,,
M-17,Gazzari,Grumani,,,,,,
M-17,Jutrand,Grumani,,,,,,
M-17,Kamasto,Grumani,,,,,,
M-17,Nilash,Grumani,,,,,,
M-17,Obica,Grumani,,,,,,
M-17,Oranessan,Grumani,,,,,,
M-17,Qi Lozar,Grumani,,,,,,
M-17,Tanta Aurek,Grumani,,,,,,
M-17,Tanta Besh,Grumani,,,,,,
M-17,Tergamenion,Grumani,,,,,,
M-17,Vellas Pavo,Grumani,,,,,,
M-17,Ventruun,Grumani,,,,,,
H-15,Adras,Seswenna,,,,,,
M-17,Dzass,Seswenna,,,,,,
M-17,Someilk,Seswenna,,,,,,
M-17,Ch'manss,Var Hagen,,,,,,
M-18,Bortras Brema (Reithcas),,,,,,,
M-18,Galdi Brema (Reithcas),,,,,,,
M-18,Anchoron,Mayagil,,,,,,
M-18,Clak'dor,Mayagil,,,,,,
M-18,Dorenia,Mayagil,,,,,,
M-18,H'nemthe,Mayagil,,,,,,
M-18,Mayagil,Mayagil,,,,,,
M-18,Mynock 7 Station,Mayagil,,,,,,
M-18,Oetrago,Mayagil,,,,,,
M-18,Squamat,Mayagil,,,,,,
M-18,Taborin,Mayagil,,,,,,
M-18,Triton,Mayagil,,,,,,
M-18,Virmeude,Mayagil,,,,,,
M-18,Xagobah,Mayagil,,,,,,
M-18,Zhotta,Mayagil,,,,,,
M-18,Agomar,Seswenna,,,,,,
M-18,Averam,Seswenna,,,,,,
M-18,Belloria,Seswenna,,,,,,
M-18,Brintooin,Seswenna,,,,,,
M-18,Chelleya,Seswenna,,,,,,
M-18,Delmaas,Seswenna,,,,,,
M-18,Dendada,Seswenna,,,,,,
M-18,Eczar,Seswenna,,,,,,
M-18,Eriadu,Seswenna,,,,,,
M-18,Lucrusia,Seswenna,,,,,,
M-18,Luptoom,Seswenna,,,,,,
M-18,Mirnic,Seswenna,,,,,,
M-18,Moshaw,Seswenna,,,,,,
M-18,Orryxia,Seswenna,,,,,,
M-18,Parwa,Seswenna,,,,,,
M-18,Patriim,Seswenna,,,,,,
M-18,Phelarion,Seswenna,,,,,,
M-18,Pyolli,Seswenna,,,,,,
M-18,Seswenna,Seswenna,,,,,,
M-18,Spuma,Seswenna,,,,,,
M-18,Todouhar,Seswenna,,,,,,
M-18,Uvena,Seswenna,,,,,,
M-18,Innton,Sluis,,,,,,
M-18,Bofa,Steniplis,,,,,,
M-18,Garrthinius,Steniplis,,,,,,
M-18,Rogue Antar,Steniplis,,,,,,
M-18,Boden,Videnda,,,,,,
M-18,Dorvalla,Videnda,,,,,,
M-18,Pipada,Videnda,,,,,,
M-18,Safrifa,Videnda,,,,,,
M-18,Swarquen,Videnda,,,,,,
M-18,Vendrak,Videnda,,,,,,
M-19,Eedoq Tantra (Methall'has),,,,,,,
M-19,Lonjair Prime,Danjar,,,,,,
M-19,Polordio,Danjar,,,,,,
M-19,Queyta,Danjar,,,,,,
M-19,Alluuvia,Elrood,,,,,,
M-19,Almar,Elrood,,,,,,
M-19,Berea,Elrood,,,,,,
M-19,Derilyn,Elrood,,,,,,
M-19,Korad,Elrood,,,,,,
M-19,Kuras,Elrood,,,,,,
M-19,Merisee,Elrood,,,,,,
